Label,Sentence,cleaned_text,tokenized_text,processed_text
joy,"चचेल्डर, मैं तुम्हें कहता हूँ, मैं आपके माँ की किताबों को प्यार करता हूँ!",चचलडर म तमह कहत ह म आपक म क कतब क पयर करत ह,चचलडर म तमह कहत ह म आपक म क कतब क पयर करत ह,चचलडर म तमह कहत ह म आपक म क कतब क पयर करत ह
joy,मैं उसकी किताबों को प्यार करता हूँ!,म उसक कतब क पयर करत ह,म उसक कतब क पयर करत ह,म उसक कतब क पयर करत ह
joy,मैं बिना किसी विमान पर नहीं जा सकता।,म बन कस वमन पर नह ज सकत,म बन कस वमन पर नह ज सकत,म बन कस वमन पर नह ज सकत
joy,"मेरा मतलब है, यह बहुत अच्छा है!",मर मतलब ह यह बहत अचछ ह,मर मतलब ह यह बहत अचछ ह,मर मतलब ह बहत अचछ ह
disgust,"हाँ, अच्छी तरह से, आप यह सही नहीं लगता है अगर आप ग्यारह साल के हैं और अपने सभी मित्र 'मिस्र्स बिच' की पृष्ठ 79 के आसपास गुजर रहे हैं.",ह अचछ तरह स आप यह सह नह लगत ह अगर आप गयरह सल क ह और अपन सभ मतर मसरस बच क पषठ 79 क आसपस गजर रह ह,ह अचछ तरह स आप यह सह नह लगत ह अगर आप गयरह सल क ह और अपन सभ मतर मसरस बच क पषठ 79 क आसपस गजर रह ह,ह अचछ तरह स आप सह नह लगत ह अगर आप गयरह सल क ह अपन सभ मतर मसरस बच क पषठ 79 क आसपस गजर रह ह
joy,"चलो, चचेल्डर, मैं अपने माँ को प्यार करता हूँ. मुझे लगता है कि वह एक blast है.",चल चचलडर म अपन म क पयर करत ह मझ लगत ह क वह एक blast ह,चल चचलडर म अपन म क पयर करत ह मझ लगत ह क वह एक blast ह,चल चचलडर म अपन म क पयर करत ह मझ लगत ह क वह एक blast ह
neutral,और मोनिका के लिए एक अच्छा गर्म सिडर।,और मनक क लए एक अचछ गरम सडर,और मनक क लए एक अचछ गरम सडर,मनक क लए एक अचछ गरम सडर
neutral,"ओह, धन्यवाद. उह राच?",ओह धनयवद उह रच,ओह धनयवद उह रच,ओह धनयवद उह रच
surprise,मेरे सिनोमन की चिड़ी में मिटाने वाला क्यों होता है?,मर सनमन क चड म मटन वल कय हत ह,मर सनमन क चड म मटन वल कय हत ह,मर सनमन क चड म मटन वल कय हत ह
surprise,ओह! क्यों है. मुझे क्षमा है!,ओह कय ह मझ कषम ह,ओह कय ह मझ कषम ह,ओह कय ह मझ कषम ह
neutral,"ओह. ओह! माम? माफ करें, माम?",ओह ओह मम मफ कर मम,ओह ओह मम मफ कर मम,ओह ओह मम मफ कर मम
anger,तुम अपने सिगरेट को पेड़ पर नहीं डाल सकते!,तम अपन सगरट क पड पर नह डल सकत,तम अपन सगरट क पड पर नह डल सकत,तम अपन सगरट क पड पर नह डल सकत
neutral,"हाँ मैं कर सकता हूँ, यह वास्तव में अच्छी तरह से काम किया।",ह म कर सकत ह यह वसतव म अचछ तरह स कम कय,ह म कर सकत ह यह वसतव म अचछ तरह स कम कय,ह म कर सकत ह वसतव म अचछ तरह स कम कय
anger,"नहीं, लेकिन आप नहीं करना चाहिए! कभी फिर ऐसा न करें।",नह लकन आप नह करन चहए कभ फर ऐस न कर,नह लकन आप नह करन चहए कभ फर ऐस न कर,नह लकन आप नह करन चहए कभ फर ऐस न कर
anger,मैं नहीं करूँगा! जब तक कि मेरे अगले सिगरेट न हो।,म नह करग जब तक क मर अगल सगरट न ह,म नह करग जब तक क मर अगल सगरट न ह,म नह करग जब तक क मर अगल सगरट न ह
anger,इसे पकड़ें! एन.वाई.पी.डी! फ्रिज पांक!,इस पकड एनवईपड फरज पक,इस पकड एनवईपड फरज पक,इस पकड एनवईपड फरज पक
anger,हाँ यह सही है कि आप बहुत परेशान हैं. उन्हें बुक करें.,ह यह सह ह क आप बहत परशन ह उनह बक कर,ह यह सह ह क आप बहत परशन ह उनह बक कर,ह सह ह क आप बहत परशन ह उनह बक कर
surprise,तुम भी किससे बात कर रहे हो?,तम भ कसस बत कर रह ह,तम भ कसस बत कर रह ह,तम भ कसस बत कर रह ह
disgust,"इसे लाल बचाएँ! जब तक आप स्लैमर में रात बिताना नहीं चाहते हैं, आप पेड़ से क्षमा करें।",इस लल बचए जब तक आप सलमर म रत बतन नह चहत ह आप पड स कषम कर,इस लल बचए जब तक आप सलमर म रत बतन नह चहत ह आप पड स कषम कर,इस लल बचए जब तक आप सलमर म रत बतन नह चहत ह आप पड स कषम कर
anger,आप अब पेड़ से क्षमा करें या मैं बैकअप के लिए बुला रहा हूँ. बैकअप! बैकअप!,आप अब पड स कषम कर य म बकअप क लए बल रह ह बकअप बकअप,आप अब पड स कषम कर य म बकअप क लए बल रह ह बकअप बकअप,आप अब पड स कषम कर य म बकअप क लए बल रह ह बकअप बकअप
fear,मैं-मुझे क्षमा है!,ममझ कषम ह,ममझ कषम ह,ममझ कषम ह
neutral,"ठीक है, बैकअप रद्द! बैकअप रद्द करें!",ठक ह बकअप रदद बकअप रदद कर,ठक ह बकअप रदद बकअप रदद कर,ठक ह बकअप रदद बकअप रदद कर
fear,मुझे यहाँ से बाहर निकालो।,मझ यह स बहर नकल,मझ यह स बहर नकल,मझ स बहर नकल
surprise,"यहाँ आओ, यह देखो!",यह आओ यह दख,यह आओ यह दख,आओ दख
neutral,क्या? यह ग्रह है?,कय यह गरह ह,कय यह गरह ह,कय गरह ह
surprise,"नहीं! नहीं-नहीं. देखो, एक बग यहाँ टैर में फंस गया है।",नह नहनह दख एक बग यह टर म फस गय ह,नह नहनह दख एक बग यह टर म फस गय ह,नह नहनह दख एक बग टर म फस गय ह
anger,"Joey आओ-मुझे विश्वास नहीं हो सकता-मैं तुम्हें यहाँ बैपस्टीन-किंग ग्रह को देखने के लिए लाता हूँ, जो प्रकृति की सबसे शानदार घटनाओं में से एक है, और आप के बारे में सिर्फ कीट और-और कुछ महिला में फंसे हैं।",Joey आओमझ वशवस नह ह सकतम तमह यह बपसटनकग गरह क दखन क लए लत ह ज परकत क सबस शनदर घटनओ म स एक ह और आप क बर म सरफ कट औरऔर कछ महल म फस ह,Joey आओमझ वशवस नह ह सकतम तमह यह बपसटनकग गरह क दखन क लए लत ह ज परकत क सबस शनदर घटनओ म स एक ह और आप क बर म सरफ कट औरऔर कछ महल म फस ह,Joey आओमझ वशवस नह ह सकतम तमह बपसटनकग गरह क दखन क लए लत ह ज परकत क सबस शनदर घटनओ म स एक ह आप क बर म सरफ कट औरऔर कछ महल म फस ह
neutral,"पता है, वहाँ है",पत ह वह ह,पत ह वह ह,पत ह वह ह
neutral,मुझे कहाँ दिखाओ?,मझ कह दखओ,मझ कह दखओ,मझ कह दखओ
neutral,ठीक-ठीक यहाँ ऊपर।,ठकठक यह ऊपर,ठकठक यह ऊपर,ठकठक ऊपर
neutral,Joey कहाँ पाइप है कि दरवाजा खुला था holding?,Joey कह पइप ह क दरवज खल थ holding,Joey कह पइप ह क दरवज खल थ holding,Joey कह पइप ह क दरवज खल थ holding
joy,"मैं नहीं जानता! हाँ, मैं जानता हूँ।",म नह जनत ह म जनत ह,म नह जनत ह म जनत ह,म नह जनत ह म जनत ह
anger,जोय!,जय,जय,जय
anger,क्या?! ठीक है-हे! मुझे नहीं देखो! तुम एक है जो ऊपर आना चाहता था और कुछ मूर्खों के लिए देखना चाहता था,कय ठक हह मझ नह दख तम एक ह ज ऊपर आन चहत थ और कछ मरख क लए दखन चहत थ,कय ठक हह मझ नह दख तम एक ह ज ऊपर आन चहत थ और कछ मरख क लए दखन चहत थ,कय ठक हह मझ नह दख तम एक ह ज ऊपर आन चहत थ कछ मरख क लए दखन चहत थ
anger,"यह बप्पस्टीन-किंग खगोल ग्रह कहलाता है, ठीक है? अरे! अरे! बप्पस्टीन एक बहुत अच्छी तरह से सम्मानित खगोलशास्त्री था!",यह बपपसटनकग खगल गरह कहलत ह ठक ह अर अर बपपसटन एक बहत अचछ तरह स सममनत खगलशसतर थ,यह बपपसटनकग खगल गरह कहलत ह ठक ह अर अर बपपसटन एक बहत अचछ तरह स सममनत खगलशसतर थ,बपपसटनकग खगल गरह कहलत ह ठक ह अर अर बपपसटन एक बहत अचछ तरह स सममनत खगलशसतर थ
surprise,ओह नहीं! नहीं! नहीं!,ओह नह नह नह,ओह नह नह नह,ओह नह नह नह
joy,अरे! यह स्थान अविश्वसनीय है! स्टिंग की पेन... जो उसने Phoebe को दिया. चलो! गुप्त मार्ग!,अर यह सथन अवशवसनय ह सटग क पन ज उसन Phoebe क दय चल गपत मरग,अर यह सथन अवशवसनय ह सटग क पन ज उसन Phoebe क दय चल गपत मरग,अर सथन अवशवसनय ह सटग क पन ज उसन Phoebe क दय चल गपत मरग
neutral,हाय!,हय,हय,हय
neutral,मैं ट्रूडी हूँ।,म टरड ह,म टरड ह,म टरड ह
neutral,तुम बेन की माँ हो।,तम बन क म ह,तम बन क म ह,तम बन क म ह
neutral,और मैं यहाँ क्यों रहूँगा?,और म यह कय रहग,और म यह कय रहग,म कय रहग
neutral,बैठो।,बठ,बठ,बठ
neutral,हाय.. खेल कैसे था?,हय खल कस थ,हय खल कस थ,हय खल कस थ
neutral,ठीक है..,ठक ह,ठक ह,ठक ह
joy,हम हैं! धन्यवाद! हाँ!,हम ह धनयवद ह,हम ह धनयवद ह,हम ह धनयवद ह
surprise,Fantastic! मेरे पास एक सवाल है: यह कैसे संभव है?,Fantastic मर पस एक सवल ह यह कस सभव ह,Fantastic मर पस एक सवल ह यह कस सभव ह,Fantastic मर पस एक सवल ह कस सभव ह
neutral,एलन.,एलन,एलन,एलन
joy,वह अविश्वसनीय था।,वह अवशवसनय थ,वह अवशवसनय थ,वह अवशवसनय थ
joy,"वह उस तरह था कि-ऐसे कि बग्स बनी कार्टून जिसमें बग्स सभी पोजीशन खेल रहा है, ठीक है, लेकिन बग्स के बजाय यह पहले बेस-एलान था, दूसरा बेस-एलान, तीसरा बेस-...",वह उस तरह थ कऐस क बगस बन करटन जसम बगस सभ पजशन खल रह ह ठक ह लकन बगस क बजय यह पहल बसएलन थ दसर बसएलन तसर बस,वह उस तरह थ कऐस क बगस बन करटन जसम बगस सभ पजशन खल रह ह ठक ह लकन बगस क बजय यह पहल बसएलन थ दसर बसएलन तसर बस,वह उस तरह थ कऐस क बगस बन करटन जसम बगस सभ पजशन खल रह ह ठक ह लकन बगस क बजय पहल बसएलन थ दसर बसएलन तसर बस
joy,"मेरा मतलब है, यह था जैसे, यह था जैसे उसने हमें एक टीम में बना दिया था.",मर मतलब ह यह थ जस यह थ जस उसन हम एक टम म बन दय थ,मर मतलब ह यह थ जस यह थ जस उसन हम एक टम म बन दय थ,मर मतलब ह थ जस थ जस उसन हम एक टम म बन दय थ
joy,"हाँ, हम निश्चित रूप से उन हैसिड जेवर्स softball के बारे में एक या दो बात दिखा दी..",ह हम नशचत रप स उन हसड जवरस softball क बर म एक य द बत दख द,ह हम नशचत रप स उन हसड जवरस softball क बर म एक य द बत दख द,ह हम नशचत रप स उन हसड जवरस softball क बर म एक य द बत दख द
neutral,मैं आप लोगों से एक सवाल पूछ सकता है?,म आप लग स एक सवल पछ सकत ह,म आप लग स एक सवल पछ सकत ह,म आप लग स एक सवल पछ सकत ह
neutral,"..मैं नहीं जानता, थोड़ा भी एलन?",म नह जनत थड भ एलन,म नह जनत थड भ एलन,म नह जनत थड भ एलन
joy,"ठीक है, नहीं. यह असंभव है. आप कभी भी अधिक एलन नहीं हो सकता है.",ठक ह नह यह असभव ह आप कभ भ अधक एलन नह ह सकत ह,ठक ह नह यह असभव ह आप कभ भ अधक एलन नह ह सकत ह,ठक ह नह असभव ह आप कभ भ अधक एलन नह ह सकत ह
joy,"हाँ, यह उसका, uh, आनुवंशिक ऍलन-नेस है कि-कि-कि हम पसंद करते हैं.",ह यह उसक uh आनवशक ऍलननस ह ककक हम पसद करत ह,ह यह उसक uh आनवशक ऍलननस ह ककक हम पसद करत ह,ह उसक uh आनवशक ऍलननस ह ककक हम पसद करत ह
joy,मैं व्यक्तिगत रूप से एलन का एक गैलन ले सकता है।,म वयकतगत रप स एलन क एक गलन ल सकत ह,म वयकतगत रप स एलन क एक गलन ल सकत ह,म वयकतगत रप स एलन क एक गलन ल सकत ह
joy,"अच्छी तरह से मैं एक बहुत अच्छा समय था! कैसे बनाना सीखा, बहुत अच्छा खाना खाया, यह पहला ए मैं सातवीं कक्षा से प्राप्त किया है,",अचछ तरह स म एक बहत अचछ समय थ कस बनन सख बहत अचछ खन खय यह पहल ए म सतव ककष स परपत कय ह,अचछ तरह स म एक बहत अचछ समय थ कस बनन सख बहत अचछ खन खय यह पहल ए म सतव ककष स परपत कय ह,अचछ तरह स म एक बहत अचछ समय थ कस बनन सख बहत अचछ खन खय पहल ए म सतव ककष स परपत कय ह
fear,"ओह, देखो! आरंभकर्ताओं के लिए अभिनय! आप अपने बारे में अच्छा महसूस करना चाहते हैं?",ओह दख आरभकरतओ क लए अभनय आप अपन बर म अचछ महसस करन चहत ह,ओह दख आरभकरतओ क लए अभनय आप अपन बर म अचछ महसस करन चहत ह,ओह दख आरभकरतओ क लए अभनय आप अपन बर म अचछ महसस करन चहत ह
surprise,क्या हो गया!,कय ह गय,कय ह गय,कय ह गय
neutral,"ठीक है, हम कुछ बुनियादी से शुरू करते हैं. कोई मुझे बता सकता है कि ऊपर और नीचे मंच के बीच क्या अंतर है?",ठक ह हम कछ बनयद स शर करत ह कई मझ बत सकत ह क ऊपर और नच मच क बच कय अतर ह,ठक ह हम कछ बनयद स शर करत ह कई मझ बत सकत ह क ऊपर और नच मच क बच कय अतर ह,ठक ह हम कछ बनयद स शर करत ह कई मझ बत सकत ह क ऊपर नच मच क बच कय अतर ह
disgust,"हाँ, यह एक मूर्ख विचार था।",ह यह एक मरख वचर थ,ह यह एक मरख वचर थ,ह एक मरख वचर थ
surprise,ये जूते जला रहे हैं!,य जत जल रह ह,य जत जल रह ह,य जत जल रह ह
surprise,"ओह चलो, वह अब टहलना चाहता है!",ओह चल वह अब टहलन चहत ह,ओह चल वह अब टहलन चहत ह,ओह चल वह अब टहलन चहत ह
anger,वह मुझे क़त्ल करने की कोशिश कर रही है?,वह मझ कतल करन क कशश कर रह ह,वह मझ कतल करन क कशश कर रह ह,वह मझ कतल करन क कशश कर रह ह
surprise,यह यहाँ एक ज्वालामुखी की तरह है!,यह यह एक जवलमख क तरह ह,यह यह एक जवलमख क तरह ह,एक जवलमख क तरह ह
neutral,क्या आप गर्म हैं?,कय आप गरम ह,कय आप गरम ह,कय आप गरम ह
neutral,"ठीक है, तो यह सिर्फ मुझे होना चाहिए।",ठक ह त यह सरफ मझ हन चहए,ठक ह त यह सरफ मझ हन चहए,ठक ह त सरफ मझ हन चहए
neutral,"यह सिर्फ कम्बल पर  pants था. हं, हू, आप, क्या आप मुझे आपके स्नानागार का उपयोग करने के लिए मना है?",यह सरफ कमबल पर  pants थ ह ह आप कय आप मझ आपक सननगर क उपयग करन क लए मन ह,यह सरफ कमबल पर pants थ ह ह आप कय आप मझ आपक सननगर क उपयग करन क लए मन ह,सरफ कमबल पर pants थ ह ह आप कय आप मझ आपक सननगर क उपयग करन क लए मन ह
anger,आप मुझे उस के साथ पागल कर रहे हैं!,आप मझ उस क सथ पगल कर रह ह,आप मझ उस क सथ पगल कर रह ह,आप मझ उस क सथ पगल कर रह ह
neutral,"ठीक है, मैं रुकूँगा।",ठक ह म रकग,ठक ह म रकग,ठक ह म रकग
anger,रुक मत करो! गेंद को और दूर ले जाओ! Ross उस शॉट कर सकता है!,रक मत कर गद क और दर ल जओ Ross उस शट कर सकत ह,रक मत कर गद क और दर ल जओ Ross उस शट कर सकत ह,रक मत कर गद क दर ल जओ Ross उस शट कर सकत ह
anger,"अच्छी तरह से, आप बुरा है! लेकिन कम से कम आप अब एक आदमी के खेल में बुरा है.",अचछ तरह स आप बर ह लकन कम स कम आप अब एक आदम क खल म बर ह,अचछ तरह स आप बर ह लकन कम स कम आप अब एक आदम क खल म बर ह,अचछ तरह स आप बर ह लकन कम स कम आप अब एक आदम क खल म बर ह
neutral,आप खेलना चाहते हैं?,आप खलन चहत ह,आप खलन चहत ह,आप खलन चहत ह
neutral,"चंडलर, मैं खेल खेल नहीं कर सकता, Ross जल्दी ही घर हो जाएगा.",चडलर म खल खल नह कर सकत Ross जलद ह घर ह जएग,चडलर म खल खल नह कर सकत Ross जलद ह घर ह जएग,चडलर म खल खल नह कर सकत Ross जलद ह घर ह जएग
neutral,और अगर मैं उनके कार्यक्रम को बनाए रखना चाहता हूँ तो मुझे पांच पूरे पृष्ठ लिखना होगा.,और अगर म उनक करयकरम क बनए रखन चहत ह त मझ पच पर पषठ लखन हग,और अगर म उनक करयकरम क बनए रखन चहत ह त मझ पच पर पषठ लखन हग,अगर म उनक करयकरम क बनए रखन चहत ह त मझ पच पर पषठ लखन हग
neutral,"अच्छा, तो, अगले 30 मिनट के लिए खेलें और फिर जब तक वह घर जाता है तब तक लिखना।",अचछ त अगल 30 मनट क लए खल और फर जब तक वह घर जत ह तब तक लखन,अचछ त अगल 30 मनट क लए खल और फर जब तक वह घर जत ह तब तक लखन,अचछ त अगल 30 मनट क लए खल फर जब तक वह घर जत ह तब तक लखन
joy,"ठीक है! लेकिन uh, सुनो, क्या आप कहते हैं कि हम इसे एक टाच ऊपर कर सकते हैं?",ठक ह लकन uh सन कय आप कहत ह क हम इस एक टच ऊपर कर सकत ह,ठक ह लकन uh सन कय आप कहत ह क हम इस एक टच ऊपर कर सकत ह,ठक ह लकन uh सन कय आप कहत ह क हम इस एक टच ऊपर कर सकत ह
neutral,मुझे दिलचस्पी है।,मझ दलचसप ह,मझ दलचसप ह,मझ दलचसप ह
neutral,"ठीक है, हम सिर्फ एक थोड़ा हल्का तरल की जरूरत है।",ठक ह हम सरफ एक थड हलक तरल क जररत ह,ठक ह हम सरफ एक थड हलक तरल क जररत ह,ठक ह हम सरफ एक थड हलक तरल क जररत ह
joy,"ठीक है, लेकिन सावधान हो जाओ ठीक है, क्योंकि मैं हमारी जमाराशि वापस प्राप्त करना चाहता हूँ।",ठक ह लकन सवधन ह जओ ठक ह कयक म हमर जमरश वपस परपत करन चहत ह,ठक ह लकन सवधन ह जओ ठक ह कयक म हमर जमरश वपस परपत करन चहत ह,ठक ह लकन सवधन ह जओ ठक ह कयक म हमर जमरश वपस परपत करन चहत ह
joy,"हाँ, मुझे लगता है कि जब हम hammer darts का आविष्कार किया था कि हम उससे विदा कर दिया था।",ह मझ लगत ह क जब हम hammer darts क आवषकर कय थ क हम उसस वद कर दय थ,ह मझ लगत ह क जब हम hammer darts क आवषकर कय थ क हम उसस वद कर दय थ,ह मझ लगत ह क जब हम hammer darts क आवषकर कय थ क हम उसस वद कर दय थ
neutral,क्या तुम्हें याद है कि दीवार का कौन-सा भाग पैकेल नहीं है?,कय तमह यद ह क दवर क कनस भग पकल नह ह,कय तमह यद ह क दवर क कनस भग पकल नह ह,कय तमह यद ह क दवर क कनस भग पकल नह ह
neutral,"हाँ, यहीं।",ह यह,ह यह,ह
joy,"अरे, राच. अपने मित्रों के साथ कैसे था? ठीक है! आप कुछ टिकी मृत्यु स्पर्श पसंद करेंगे?",अर रच अपन मतर क सथ कस थ ठक ह आप कछ टक मतय सपरश पसद करग,अर रच अपन मतर क सथ कस थ ठक ह आप कछ टक मतय सपरश पसद करग,अर रच अपन मतर क सथ कस थ ठक ह आप कछ टक मतय सपरश पसद करग
neutral,यह क्या है?,यह कय ह,यह कय ह,कय ह
neutral,"वेयल, यह रॉम है, और-",वयल यह रम ह और,वयल यह रम ह और,वयल रम ह
neutral,मुझे विश्वास है कि वे जल्दी ही यहां होंगे।,मझ वशवस ह क व जलद ह यह हग,मझ वशवस ह क व जलद ह यह हग,मझ वशवस ह क व जलद ह हग
neutral,"हाँ, प्यारा, वे इसे नहीं छोड़ेंगे।",ह पयर व इस नह छडग,ह पयर व इस नह छडग,ह पयर व इस नह छडग
neutral,आराम करो. आप केवल नौ सेंटीमीटर पर हैं. और बच्चा शून्य स्टेशन पर है.,आरम कर आप कवल न सटमटर पर ह और बचच शनय सटशन पर ह,आरम कर आप कवल न सटमटर पर ह और बचच शनय सटशन पर ह,आरम कर आप कवल न सटमटर पर ह बचच शनय सटशन पर ह
fear,तुम मुझे सचमुच डरा रहे हो।,तम मझ सचमच डर रह ह,तम मझ सचमच डर रह ह,तम मझ सचमच डर रह ह
fear,"कोई मुझे मदद करना चाहता है, मेरे हृदय को काटने के लिए प्रयास कर रहा है. हां, यह महान है. कोई भी एक निप्पल देखा है?",कई मझ मदद करन चहत ह मर हदय क कटन क लए परयस कर रह ह ह यह महन ह कई भ एक नपपल दख ह,कई मझ मदद करन चहत ह मर हदय क कटन क लए परयस कर रह ह ह यह महन ह कई भ एक नपपल दख ह,कई मझ मदद करन चहत ह मर हदय क कटन क लए परयस कर रह ह ह महन ह कई भ एक नपपल दख ह
neutral,"ठीक है, दस सेंटीमीटर, यहाँ हम जा रहे हैं।",ठक ह दस सटमटर यह हम ज रह ह,ठक ह दस सटमटर यह हम ज रह ह,ठक ह दस सटमटर हम ज रह ह
neutral,"ठीक है, प्यारे, दबाव शुरू करने के लिए समय।",ठक ह पयर दबव शर करन क लए समय,ठक ह पयर दबव शर करन क लए समय,ठक ह पयर दबव शर करन क लए समय
fear,लेकिन वे अभी यहाँ नहीं हैं!,लकन व अभ यह नह ह,लकन व अभ यह नह ह,लकन व अभ नह ह
neutral,"मुझे अफसोस है, मैं बच्चे को उनपर इंतजार करने के लिए नहीं कह सकता।",मझ अफसस ह म बचच क उनपर इतजर करन क लए नह कह सकत,मझ अफसस ह म बचच क उनपर इतजर करन क लए नह कह सकत,मझ अफसस ह म बचच क उनपर इतजर करन क लए नह कह सकत
fear,"ओह, भगवान.",ओह भगवन,ओह भगवन,ओह भगवन
joy,"यहाँ हम जा रहे हैं. मोना umm, मैं सोचता हूँ यह समय है कि हम-हम के बारे में एक वार्तालाप किया-हम के साथ चीजें कहाँ हैं के बारे में।",यह हम ज रह ह मन umm म सचत ह यह समय ह क हमहम क बर म एक वरतलप कयहम क सथ चज कह ह क बर म,यह हम ज रह ह मन umm म सचत ह यह समय ह क हमहम क बर म एक वरतलप कयहम क सथ चज कह ह क बर म,हम ज रह ह मन umm म सचत ह समय ह क हमहम क बर म एक वरतलप कयहम क सथ चज कह ह क बर म
neutral,"हाँ, मुझे लगता है कि मैंने सुझाव दिया था।",ह मझ लगत ह क मन सझव दय थ,ह मझ लगत ह क मन सझव दय थ,ह मझ लगत ह क मन सझव दय थ
joy,"ओह, हम-हम इतने हैं... तो हं, अच्छी तरह से मैं-मैं-मैं तुम्हें पसंद करता हूँ और मैं हं, तुम के साथ बाहर hanging-out जानता हूँ प्यार करता हूँ.",ओह हमहम इतन ह त ह अचछ तरह स ममम तमह पसद करत ह और म ह तम क सथ बहर hangingout जनत ह पयर करत ह,ओह हमहम इतन ह त ह अचछ तरह स ममम तमह पसद करत ह और म ह तम क सथ बहर hangingout जनत ह पयर करत ह,ओह हमहम इतन ह त ह अचछ तरह स ममम तमह पसद करत ह म ह तम क सथ बहर hangingout जनत ह पयर करत ह
joy,और मेरा मतलब है-मुझे बहुत मजा आता है।,और मर मतलब हमझ बहत मज आत ह,और मर मतलब हमझ बहत मज आत ह,मर मतलब हमझ बहत मज आत ह
neutral,"मेरा मतलब है, अगर यह सिर्फ मनोरंजन है तो किसी के साथ समय बिताने में कोई मतलब नहीं है।",मर मतलब ह अगर यह सरफ मनरजन ह त कस क सथ समय बतन म कई मतलब नह ह,मर मतलब ह अगर यह सरफ मनरजन ह त कस क सथ समय बतन म कई मतलब नह ह,मर मतलब ह अगर सरफ मनरजन ह त कस क सथ समय बतन म कई मतलब नह ह
joy,"यह होना चाहिए है, यह सही कहीं जा रहा है जा रहा है?",यह हन चहए ह यह सह कह ज रह ह ज रह ह,यह हन चहए ह यह सह कह ज रह ह ज रह ह,हन चहए ह सह कह ज रह ह ज रह ह
neutral,तो यह कहाँ-कहाँ जा रहा है?,त यह कहकह ज रह ह,त यह कहकह ज रह ह,त कहकह ज रह ह
surprise,आह!,आह,आह,आह
neutral,यह-यह असली सवाल है।,यहयह असल सवल ह,यहयह असल सवल ह,यहयह असल सवल ह
joy,और-और जवाब है... यह कहीं जा रहा है... मनोरंजन है।,औरऔर जवब ह यह कह ज रह ह मनरजन ह,औरऔर जवब ह यह कह ज रह ह मनरजन ह,औरऔर जवब ह कह ज रह ह मनरजन ह
neutral,"अब मैं-मैं जानता हूँ आप क्या सोच रहे हैं, खेल तुम के लिए ठीक था जैसे दस साल पहले तुम्हें पता है, लेकिन आप-आप किसी भी युवा नहीं हो रहे हैं।",अब मम जनत ह आप कय सच रह ह खल तम क लए ठक थ जस दस सल पहल तमह पत ह लकन आपआप कस भ यव नह ह रह ह,अब मम जनत ह आप कय सच रह ह खल तम क लए ठक थ जस दस सल पहल तमह पत ह लकन आपआप कस भ यव नह ह रह ह,अब मम जनत ह आप कय सच रह ह खल तम क लए ठक थ जस दस सल पहल तमह पत ह लकन आपआप कस भ यव नह ह रह ह
fear,"नहीं मेरा मतलब है-नहीं आप नहीं, आप नहीं, आप-आप",नह मर मतलब हनह आप नह आप नह आपआप,नह मर मतलब हनह आप नह आप नह आपआप,नह मर मतलब हनह आप नह आप नह आपआप
sadness,"मुझे क्षमा है, तो हं, तो हम कहाँ हैं?",मझ कषम ह त ह त हम कह ह,मझ कषम ह त ह त हम कह ह,मझ कषम ह त ह त हम कह ह
joy,मैं तुम्हें आज रात के भोजन के लिए बाहर ले जा रहा हूँ।,म तमह आज रत क भजन क लए बहर ल ज रह ह,म तमह आज रत क भजन क लए बहर ल ज रह ह,म तमह आज रत क भजन क लए बहर ल ज रह ह
joy,मैंने इस जगह को पाया जो मज़ेरालेट की सबसे बड़ी चिड़ियां और जैलेपिनो पॉपर बनाती है।,मन इस जगह क पय ज मजरलट क सबस बड चडय और जलपन पपर बनत ह,मन इस जगह क पय ज मजरलट क सबस बड चडय और जलपन पपर बनत ह,मन इस जगह क पय ज मजरलट क सबस बड चडय जलपन पपर बनत ह
anger,नहीं?,नह,नह,नह
joy,उनका स्वाद बहुत अच्छा है।,उनक सवद बहत अचछ ह,उनक सवद बहत अचछ ह,उनक सवद बहत अचछ ह
neutral,ड्रम रोल।,डरम रल,डरम रल,डरम रल
neutral,"ठीक है. ठीक है. ठीक है. मदद! मैं एक मार्क, या एक जॉन हूँ?",ठक ह ठक ह ठक ह मदद म एक मरक य एक जन ह,ठक ह ठक ह ठक ह मदद म एक मरक य एक जन ह,ठक ह ठक ह ठक ह मदद म एक मरक य एक जन ह
neutral,"नहीं, आप एक मार्क होने के लिए पर्याप्त ऊंचे नहीं हैं, लेकिन आप एक अच्छा बारी बना सकते हैं।",नह आप एक मरक हन क लए परयपत ऊच नह ह लकन आप एक अचछ बर बन सकत ह,नह आप एक मरक हन क लए परयपत ऊच नह ह लकन आप एक अचछ बर बन सकत ह,नह आप एक मरक हन क लए परयपत ऊच नह ह लकन आप एक अचछ बर बन सकत ह
neutral,"ठीक है, देखो, मैं गंभीर हूँ, ठीक है? कल 3:30 मैं अदालत में नीचे जा रहा हूँ।",ठक ह दख म गभर ह ठक ह कल 330 म अदलत म नच ज रह ह,ठक ह दख म गभर ह ठक ह कल 330 म अदलत म नच ज रह ह,ठक ह दख म गभर ह ठक ह कल 330 म अदलत म नच ज रह ह
surprise,आप वास्तव में इस के साथ के माध्यम से जा रहे हैं?,आप वसतव म इस क सथ क मधयम स ज रह ह,आप वसतव म इस क सथ क मधयम स ज रह ह,आप वसतव म इस क सथ क मधयम स ज रह ह
